Fixed-point accuracy study,,,,,,,,,,,,,,,,,,,,,
Clip #,Ground truth,TensorFlow,N_STO = 2,N_STO = 3,N_STO = 4,N_STO = 5,N_STO = 6,N_STO = 7,N_STO = 8,N_STO = 9,N_STO = 10,N_STO = 11,N_STO = 12,N_STO = 13,N_STO = 14,N_STO = 15,N_STO = 16,N_STO = 17,N_STO = 18,N_STO = 19,N_STO = 20
621,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
622,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
623,4,2,.,.,.,4,4,2,3,3,3,2,2,2,3,.,.,.,.,.,.
624,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
625,4,2,.,.,.,4,4,2,3,3,2,2,2,2,3,.,.,.,.,.,.
626,2,2,.,.,.,3,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
627,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
628,2,2,.,.,.,2,2,2,3,2,2,2,2,2,2,.,.,.,.,.,.
629,2,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
630,2,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
631,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
632,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
633,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
634,2,3,.,.,.,2,2,3,3,3,3,3,3,3,3,.,.,.,.,.,.
635,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
636,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
637,2,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
638,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
639,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
640,2,4,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
641,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
642,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
643,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
644,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
645,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
646,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
647,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
648,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
649,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
650,2,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
651,2,2,.,.,.,4,2,2,3,3,2,2,3,2,2,.,.,.,.,.,.
652,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
653,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
654,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
655,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
656,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
657,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
658,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
659,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
660,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
661,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
662,2,2,.,.,.,3,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
663,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
664,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
665,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
666,2,2,.,.,.,3,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
667,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
668,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
669,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
670,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
671,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
672,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
673,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
674,2,2,.,.,.,4,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
675,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
676,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
677,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
678,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
679,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
680,2,3,.,.,.,3,2,3,3,3,3,3,3,3,3,.,.,.,.,.,.
681,4,2,.,.,.,4,2,4,2,2,2,2,2,2,2,.,.,.,.,.,.
682,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
683,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
684,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
685,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
686,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
687,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
688,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
689,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
690,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
691,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
692,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
693,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
694,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
695,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
696,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
697,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
698,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
699,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
700,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
701,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
702,4,4,.,.,.,2,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
703,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
704,4,2,.,.,.,2,4,4,2,2,2,2,2,2,2,.,.,.,.,.,.
705,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
706,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
707,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
708,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
709,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
710,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
711,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
712,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
713,4,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
714,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
715,4,2,.,.,.,2,2,4,2,2,2,2,2,2,2,.,.,.,.,.,.
716,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
717,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
718,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
719,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
720,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
721,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
722,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
723,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
724,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
725,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
726,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
727,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
728,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
729,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
730,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
731,4,4,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
732,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
733,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
734,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
735,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
736,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
737,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
738,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
739,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
740,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
741,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
742,4,2,.,.,.,2,4,2,2,2,2,2,2,2,2,.,.,.,.,.,.
743,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
744,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
745,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
746,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
747,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
748,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
749,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
750,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
751,4,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
752,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
753,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
754,4,4,.,.,.,2,4,4,2,4,2,2,4,2,2,.,.,.,.,.,.
755,4,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
756,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
757,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
758,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
759,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
760,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
761,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
762,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
763,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
764,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
765,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
766,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
767,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
768,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
769,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
770,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
771,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
772,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
773,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
774,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
775,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
776,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
777,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
778,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
779,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
780,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
781,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
782,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
783,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
784,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
785,4,4,.,.,.,2,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
786,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
787,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
788,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
789,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
790,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
791,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
792,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
793,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
794,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
795,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
796,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
797,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
798,2,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
799,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
800,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
801,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
802,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
803,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
804,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
805,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
806,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
807,4,2,.,.,.,4,4,2,2,3,2,2,2,2,2,.,.,.,.,.,.
808,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
809,2,2,.,.,.,3,3,2,3,2,2,2,2,2,2,.,.,.,.,.,.
810,2,2,.,.,.,3,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
811,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
812,2,2,.,.,.,2,3,2,2,3,2,3,3,2,3,.,.,.,.,.,.
813,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
814,2,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
815,2,2,.,.,.,3,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
816,4,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
817,2,3,.,.,.,4,2,2,3,3,3,3,3,3,3,.,.,.,.,.,.
818,4,4,.,.,.,4,4,2,2,4,4,4,4,4,4,.,.,.,.,.,.
819,2,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
820,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
821,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
822,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
823,2,2,.,.,.,3,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
824,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
825,2,2,.,.,.,3,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
826,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
827,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
828,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
829,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
830,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
831,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
832,2,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
833,4,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
834,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
835,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
836,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
837,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
838,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
839,2,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
840,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
841,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
842,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
843,2,3,.,.,.,2,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
844,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
845,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
846,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
847,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
848,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
849,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
850,2,3,.,.,.,2,2,2,2,3,3,2,3,2,2,.,.,.,.,.,.
851,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
852,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
853,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
854,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
855,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
856,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
857,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
858,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
859,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
860,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
861,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
862,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
863,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
864,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
865,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
866,2,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
867,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
868,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
869,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
870,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
871,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
872,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
873,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
874,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
875,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
876,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
877,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
878,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
879,2,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
880,2,4,.,.,.,4,2,4,4,4,4,4,4,4,4,.,.,.,.,.,.
881,2,4,.,.,.,4,4,2,2,4,4,4,4,4,4,.,.,.,.,.,.
882,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
883,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
884,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
885,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
886,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
887,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
888,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
889,2,2,.,.,.,4,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
890,2,3,.,.,.,2,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
891,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
892,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
893,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
894,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
895,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
896,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
897,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
898,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
899,2,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
900,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
901,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
902,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
903,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
904,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
905,2,3,.,.,.,3,2,2,3,3,3,3,3,3,3,.,.,.,.,.,.
906,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
907,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
908,2,2,.,.,.,3,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
909,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
910,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
911,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
912,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
913,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
914,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
915,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
916,2,2,.,.,.,4,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
917,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
918,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
919,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
920,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
921,2,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
922,2,3,.,.,.,3,2,2,3,3,3,3,3,3,3,.,.,.,.,.,.
923,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
924,2,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
925,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
926,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
927,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
928,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
929,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
930,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
931,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
932,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
933,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
